,_unit_id,_golden,_unit_state_x,_trusted_judgments,_last_judgment_at_x,violence_judgment,violence,violence_confidence,protest_judgment_x,protest,protest_confidence,created_at,id,proccd_text,Fatma_protest,Fatma_violence,clean_text
1226,1657980008,False,finalized,3,04/03/18 19:03,"""000""",0.0,1.0,"""111""",1,1.0,Sat Jun 01 13:48:23 +0000 2013,3.41e+17,rt usrId new on the blog is there a social media fueled protest style ? my analysis from #jan25 to #geziparki httpAddress,1,0,new blog social media fueled style analysis
1227,1657980009,False,finalized,3,04/03/18 21:45,"""nan""",0.0,1.0,"""000""",0,1.0,Mon Jun 03 22:25:06 +0000 2013,3.42e+17,rt usrId turkey s twitter curse erdogan is blaming social media instead of his party s authoritarian httpAddress httpAddress,0,0,twitter curse erdogan blaming social media instead party authoritarian
1228,1657980010,False,finalized,3,04/03/18 19:31,"""001""",0.0,0.6748,"""111""",1,1.0,Sun Jun 16 02:39:59 +0000 2013,3.46e+17,rt usrId this is the chemical they added to the water cannons httpAddress usrId #occupygezi #direngeziparki via usrId,1,0,chemical added water cannons via
1229,1657980011,False,finalized,3,04/03/18 17:53,"""000""",0.0,1.0,"""111""",1,1.0,Fri Jun 14 18:32:56 +0000 2013,3.46e+17,rt usrId ntv did not broadcast usrId httpAddress the programme had a package about gezi park and press freedom httpAddress #,1,0,ntv broadcast programme package press freedom
1230,1657980012,False,finalized,3,04/07/18 17:16,"""nan""",0.0,1.0,"""000""",0,1.0,Sun Jun 23 10:29:00 +0000 2013,3.49e+17,rt usrId in brief turkey s loss is greece s gain bookings to turkey have plummeted since protests began last month httpAddress httpAddress,0,0,brief loss greece gain bookings plummeted since began last month
1231,1657980013,False,finalized,3,04/03/18 18:01,"""010""",0.0,0.6676,"""111""",1,1.0,Sun Jun 09 13:17:54 +0000 2013,3.44e+17,rt usrId after heavy clashes in #ankara last night today s slogan of #taksim is resist ankara #stanbul is with you httpAddress,1,1,heavy clashes ankara last night today slogan resist ankara stanbul
1232,1657980015,False,finalized,3,04/03/18 19:40,"""110""",1.0,0.6658,"""111""",1,1.0,Sun Jun 02 21:15:40 +0000 2013,3.41e+17,usrId usrId usrId is chemical war this is violence ! #occupygezi httpAddress #opturkey,1,0,chemical war violence opturkey
1233,1657980017,False,finalized,3,04/06/18 14:07,"""nan""",0.0,1.0,"""000""",0,1.0,Wed Jun 12 20:37:58 +0000 2013,3.45e+17,! rt usrId turkey meat is better than hamburger meat,0,0,meat better hamburger meat
1234,1657980018,False,finalized,3,04/07/18 17:00,"""111""",1.0,1.0,"""111""",1,1.0,Sat Jun 01 10:39:55 +0000 2013,3.41e+17,usrId canim httpAddress hain polisler ! #occupygezi #direngeziparki my friends are injured please spread the word ! #tayyip #tayyipresign,0,1,canim hain polisler friends injured please spread word tayyip tayyipresign
1235,1657980021,False,finalized,3,04/06/18 13:25,"""nan""",0.0,1.0,"""000""",0,1.0,Sat Jun 15 16:02:28 +0000 2013,3.46e+17,usrId a panoramic view of ak party s rally in ankara httpAddress #erdogan,0,0,panoramic view ak party rally ankara erdogan
1236,1657980022,False,finalized,3,04/03/18 22:27,"""nan""",0.0,1.0,"""000""",0,1.0,Fri May 31 19:19:49 +0000 2013,3.41e+17,my bus hit a turkey this httpAddress a wild httpAddress,0,0,bus hit wild
1237,1657980023,False,finalized,3,04/03/18 17:39,"""000""",0.0,1.0,"""111""",1,1.0,Sun Jun 16 06:45:39 +0000 2013,3.46e+17,rt usrId D h please help us #changebrazi #occupybrazil #occupygezi #todarevoluaocomeacomumafasca httpAddress,1,0,h please help us changebrazi occupybrazil todarevoluaocomeacomumafasca
1239,1657980025,False,finalized,3,04/03/18 17:41,"""nan""",0.0,1.0,"""000""",0,1.0,Sun Jun 16 11:23:36 +0000 2013,3.46e+17,also red hack is in turkey fighting the good fight,0,0,also red hack fighting good fight
1240,1657980026,False,finalized,3,04/03/18 21:18,"""11""",1.0,0.6594,"""011""",1,0.6594,Tue Jun 04 02:05:43 +0000 2013,3.42e+17,usrId the lede add tear gas and stir images of police brutality fuel anger in turkey frustrated by the httpAddress usrId,0,1,lede add tear gas stir images police brutality fuel anger frustrated
1241,1657980027,False,finalized,3,04/07/18 17:16,"""111""",1.0,1.0,"""111""",1,1.0,Fri May 31 18:04:44 +0000 2013,3.41e+17,rt usrId selfie of the day woman wearing a gas mask preparing for #occupygezi with a lemon to help with the tear httpAddress httpAddress,1,0,selfie day woman wearing gas mask preparing lemon help tear
1242,1657980029,False,finalized,3,04/04/18 08:55,"""00""",0.0,0.6658,"""101""",1,0.6658,Thu Jun 06 15:35:16 +0000 2013,3.43e+17,rt usrId turkey s mainstream news outlets were initially silent on protests pushing the curious to httpAddress httpAddress,1,0,mainstream news outlets initially silent pushing curious
1243,1657980033,False,finalized,3,04/06/18 15:25,"""11""",1.0,0.6695,"""110""",1,0.6695,Fri May 31 18:44:18 +0000 2013,3.41e+17,rt usrId reports from people in taksim that soldiers are giving out masks to protesters being attacked with tear gas by httpAddress,1,1,reports people soldiers giving masks attacked tear gas
1244,1657980036,False,finalized,3,04/03/18 18:57,"""nan""",0.0,1.0,"""000""",0,1.0,Sun Jun 02 14:15:03 +0000 2013,3.41e+17,usrId the award ceremony is expected to carly rae httpAddress turkey teen music httpAddress best teen girl song is call me maybe,0,0,award ceremony expected carly rae teen music best teen girl song call maybe
1245,1657980038,False,finalized,3,04/03/18 21:18,"""nan""",0.0,1.0,"""000""",0,1.0,Mon Jun 24 09:56:12 +0000 2013,3.49e+17,#bumpshowmeetbieber usrId usrId please bump me to justin he s my idol and i can t afford it . please angus ily turkey,0,0,bumpshowmeetbieber please bump justin idol afford please angus ily
1246,1657980039,False,finalized,3,04/03/18 19:37,"""000""",0.0,1.0,"""111""",1,1.0,Sat Jun 01 18:06:49 +0000 2013,3.41e+17,rt usrId #sesvertrkiyebulkesahipsizdeil #turkey this has become a subject about more than just saving some httpAddress this is a,0,0,sesvertrkiyebulkesahipsizdeil become subject saving
1247,1657980041,False,finalized,3,4/22/2018 12:37:26,"""0""",0.0,0.0,"""001""",0,0.6783,Fri May 31 22:46:32 +0000 2013,3.41e+17,rt usrId police attack protesters in istanbuls taksim square httpAddress,1,1,police attack istanbuls square
1248,1657980042,False,finalized,3,04/07/18 17:16,"""nan""",0.0,1.0,"""000""",0,1.0,Sat Jun 01 13:01:46 +0000 2013,3.41e+17,dutches at turkey hill are buy one get one free again lol,0,0,dutches hill buy one get one free lol
1249,1657980045,False,finalized,3,4/21/2018 17:58:30,"""1""",0.0,0.0,"""001""",0,0.6783,Tue Jun 11 11:07:57 +0000 2013,3.44e+17,turkish riot police clash with protesters in taksim square httpAddress,1,1,riot police clash square
1251,1657980047,False,finalized,3,04/06/18 15:40,"""000""",0.0,1.0,"""111""",1,1.0,Sun Jun 02 18:20:24 +0000 2013,3.41e+17,rt usrId we re all here from every age ! #occupygezinewyork #occupyturkey #occupygezi #direngeziparki #humanrights httpAddress,1,0,every age occupygezinewyork occupyturkey humanrights
1252,1657980049,False,finalized,3,04/03/18 22:18,"""nan""",0.0,1.0,"""000""",0,1.0,Tue Jun 11 12:18:02 +0000 2013,3.44e+17,i wanna go back to turkey really bad i hate it here,0,0,wanna go back really bad hate
1253,1657980050,False,finalized,3,04/03/18 20:59,"""nan""",0.0,1.0,"""000""",0,1.0,Fri Jun 21 13:32:06 +0000 2013,3.48e+17,diplomat #ankara to summon #german envoy in tit for tat move #now eng #turkey,0,0,diplomat ankara summon german envoy tit tat move now eng
1254,1657980053,False,finalized,3,04/03/18 22:31,"""nan""",0.0,1.0,"""000""",0,1.0,Mon Jun 03 16:14:18 +0000 2013,3.42e+17,usrId secularists vs progressive islamist govt in turkey despite httpAddress gdp growth worsened by loud mouth pm . lesson for us ?,0,0,secularists vs progressive islamist govt despite gdp growth worsened loud mouth lesson us
1255,1657980054,False,finalized,3,04/03/18 19:26,"""00""",0.0,0.6729999999999999,"""101""",1,0.6729999999999999,Mon Jun 10 10:40:21 +0000 2013,3.44e+17,photo occupygezipics angry birds mock up for #direnankara httpAddress,0,0,photo occupygezipics angry birds mock
1256,1657980057,False,finalized,3,04/07/18 10:56,"""010""",0.0,0.6786,"""111""",1,1.0,Sun Jun 16 20:41:06 +0000 2013,3.46e+17,rt usrId usrId i had to leave before the protests started !! otherwise roads are gridlocked and i d never get here ! #gezi #occupygezi,1,0,leave started otherwise roads gridlocked never get
1257,1657980058,False,finalized,3,04/04/18 08:48,"""nan""",0.0,1.0,"""000""",0,1.0,Thu Jun 06 23:03:54 +0000 2013,3.43e+17,a scene from bashar s #syria government recruits hundreds to welcome erdogan from his north africa islamic httpAddress httpAddress,0,0,scene bashar syria government recruits hundreds welcome erdogan north africa islamic
1258,1657980060,False,finalized,3,4/18/2018 05:47:05,"""nan""",0.0,1.0,"""000""",0,1.0,Sun Jun 02 12:57:09 +0000 2013,3.41e+17,usrId charlize plse tweet #prayforturkey ! we need your pray !,0,0,charlize plse tweet prayforturkey need pray
1259,1657980063,False,finalized,3,04/05/18 13:50,"""00""",0.0,0.6615,"""101""",1,0.6615,Fri Jun 14 20:58:44 +0000 2013,3.46e+17,rt usrId erdogan claims jewish investors behind httpAddress it was bound to httpAddress httpAddress,0,0,erdogan claims jewish investors behind bound
1260,1657980066,False,finalized,3,04/03/18 18:43,"""nan""",0.0,1.0,"""000""",0,1.0,Sat Jun 08 14:41:23 +0000 2013,3.43e+17,rt usrId great pic from turkey via usrId usrId httpAddress,0,0,great pic via
1261,1657980068,False,finalized,3,4/24/2018 20:23:09,"""11""",1.0,0.6667,"""011""",1,0.6667,Mon Jun 17 19:46:39 +0000 2013,3.47e+17,rt usrId reports of gas being sprayed on protesters gathering in httpAddress at this rate istanbul needs a gas forecast added to weathe,1,1,reports gas sprayed gathering rate needs gas forecast added weathe
1262,1657980069,False,finalized,3,04/03/18 17:04,"""nan""",0.0,1.0,"""000""",0,1.0,Fri May 31 15:09:17 +0000 2013,3.4e+17,moscow disappointed political games prevented investigation into chemical weapons use in syria rt news httpAddress,0,0,moscow disappointed political games prevented investigation chemical weapons use syria news
1263,1657980071,False,finalized,3,04/04/18 09:27,"""00""",0.0,0.6658,"""110""",1,0.6658,Mon Jun 03 00:19:44 +0000 2013,3.41e+17,rt usrId earlier tonight the intercontinental opens its doors to taksim httpAddress httpAddress,0,0,earlier tonight intercontinental opens doors
1264,1657980072,False,finalized,3,04/09/18 20:32,"""nan""",0.0,1.0,"""000""",0,1.0,Sat Jun 01 00:47:13 +0000 2013,3.41e+17,usrId 3 though covertly and refugee crisis likely to pressure turkey lebanon httpAddress your thoughts ?,0,0,though covertly refugee crisis likely pressure lebanon thoughts
1265,1657980074,False,finalized,3,04/03/18 19:41,"""1""",0.0,0.0,"""001""",0,0.6594,Sun Jun 02 12:08:26 +0000 2013,3.41e+17,rt usrId the prime minister of turkey threatening us with gallows ! httpAddress #occupygezi usrId usrId usrId,0,0,prime minister threatening us gallows
1266,1657980075,False,finalized,3,04/03/18 22:10,"""010""",0.0,0.6712,"""111""",1,1.0,Tue Jun 11 17:49:16 +0000 2013,3.45e+17,rt usrId turkey fighting in istanbul live stream 2 httpAddress #occupygezi,0,0,fighting live stream
1267,1657980076,False,finalized,3,04/06/18 15:40,"""nan""",0.0,1.0,"""000""",0,1.0,Tue Jun 04 19:10:32 +0000 2013,3.42e+17,rt usrId dear government of turkey when the syrian government criticises you for attacking peaceful protesters you know you ve,0,1,dear government syrian government criticises attacking peaceful know
1268,1657980082,False,finalized,3,04/03/18 21:45,"""100""",0.0,0.6631,"""111""",1,1.0,Sat Jun 15 20:30:11 +0000 2013,3.46e+17,ten thousands of citizens on streets police attacks near taksim ! usrId usrId usrId usrId usrId usrId usrId usrId,1,1,ten thousands citizens streets police attacks near
1269,1657980083,False,finalized,3,04/09/18 14:21,"""nan""",0.0,1.0,"""000""",0,1.0,Fri Jun 21 16:08:07 +0000 2013,3.48e+17,usrId mcallisters turkey creek hur i cum !!,0,0,mcallisters creek hur cum
1270,1657980084,False,finalized,3,04/03/18 21:57,"""101""",1.0,0.664,"""111""",1,1.0,Mon Jun 03 07:20:03 +0000 2013,3.41e+17,turkey protests clashes rage in istanbul s besiktas bbc news bbc news turkey protests httpAddress,0,1,clashes rage besiktas bbc news bbc news
1271,1657980086,False,finalized,3,04/03/18 18:11,"""111""",1.0,1.0,"""111""",1,1.0,Fri May 31 13:54:36 +0000 2013,3.4e+17,rt usrId dear united httpAddress our government has gone crazy and police forces trying to kill all the people in httpAddress please help,0,1,dear united government gone crazy police forces trying kill people please help
1272,1657980088,False,finalized,3,04/03/18 22:36,"""nan""",0.0,1.0,"""000""",0,1.0,Fri Jun 07 10:22:21 +0000 2013,3.43e+17,rt usrId jumaa mubaraka to everyone from lovely httpAddress ya nabi video alhamdulilah reached DD million httpAddress share the httpAddress httpAddress,0,0,jumaa mubaraka everyone lovely ya nabi video alhamdulilah reached million share
1273,1657980089,False,finalized,3,04/03/18 21:29,"""000""",0.0,1.0,"""111""",1,1.0,Thu Jun 13 16:59:34 +0000 2013,3.45e+17,even though the 2 week record of police action on #occupygezi would prove me wrong on that last httpAddress,1,0,even though week record police action would prove wrong last
1274,1657980092,False,finalized,3,04/03/18 21:52,"""010""",0.0,0.6729999999999999,"""111""",1,1.0,Mon Jun 10 17:10:20 +0000 2013,3.44e+17,turkish opposition leader accuses #erdogan of escalating tensions dragging #turkey into the fire httpAddress #occupygezi,1,0,opposition leader accuses erdogan escalating tensions dragging fire
1275,1657980095,False,finalized,3,04/04/18 08:46,"""000""",0.0,1.0,"""111""",1,1.0,Sun Jun 02 18:47:10 +0000 2013,3.41e+17,usrId watch this video httpAddress #opturkey httpAddress via usrId,0,0,watch video opturkey via
1276,1657980097,False,finalized,3,04/06/18 14:56,"""nan""",0.0,1.0,"""000""",0,1.0,Tue Jun 11 19:03:33 +0000 2013,3.45e+17,rt usrId north carolina hunters set a sixth straight record during this spring s turkey httpAddress learn httpAddress httpAddress,0,0,north carolina hunters set sixth straight record spring learn
1277,1657980098,False,finalized,3,04/03/18 19:17,"""000""",0.0,1.0,"""111""",1,1.0,Sat Jun 22 20:23:01 +0000 2013,3.49e+17,rt usrId taksim square live via usrId stream httpAddress #turkey istanbul #occupygezi,1,0,square live via stream
1278,1657980101,False,finalized,3,04/07/18 10:02,"""000""",0.0,1.0,"""111""",1,1.0,Sat Jun 01 07:43:35 +0000 2013,3.41e+17,rt usrId reports of people marching towards parliament building in ankara httpAddress httpAddress #direngeziparki,1,0,reports people marching towards parliament building ankara
1280,1657980109,False,finalized,3,04/08/18 21:51,"""00""",0.0,0.6667,"""011""",1,0.6667,Tue Jun 11 19:38:34 +0000 2013,3.45e+17,rt usrId as night falls in #turkey tensions are rising in #istanbul s httpAddress stay tuned to usrId for the latest httpAddress,0,0,night falls tensions rising stay tuned latest
1281,1657980110,False,finalized,3,04/03/18 18:36,"""00""",0.0,0.6667,"""110""",1,0.6667,Thu Jun 06 06:55:41 +0000 2013,3.43e+17,rt usrId turkish pm dictator erdogan blames twitter for unrest httpAddress what a coward ! #wearegezi #occupyturkey http,1,0,dictator erdogan blames twitter unrest coward wearegezi occupyturkey
1284,1657980116,False,finalized,3,04/06/18 13:28,"""nan""",0.0,1.0,"""000""",0,1.0,Sun Jun 09 08:41:23 +0000 2013,3.44e+17,rt usrId first nasty photos arriving from httpAddress #turkey httpAddress,0,0,first nasty photos arriving
1285,1657980118,False,finalized,3,04/03/18 22:27,"""11""",1.0,0.664,"""101""",1,0.664,Fri May 31 22:47:46 +0000 2013,3.41e+17,#turkey engulfed in protests across several cities after riot police turned istanbul into a battleground httpAddress,1,0,engulfed across several cities riot police turned battleground
1286,1657980120,False,finalized,3,04/03/18 18:01,"""000""",0.0,1.0,"""111""",1,1.0,Sun Jun 02 12:03:02 +0000 2013,3.41e+17,rt usrId another photo of gezi park clean up this morning in istanbul httpAddress,1,0,another photo clean morning
1287,1657980121,False,finalized,3,04/04/18 09:14,"""00""",0.0,0.6658,"""110""",1,0.6658,Mon Jun 17 21:11:21 +0000 2013,3.47e+17,rt usrId standing people in taksim httpAddress httpAddress #duranadam,0,0,standing people duranadam
1288,1657980125,False,finalized,3,04/03/18 21:40,"""00""",0.0,0.664,"""110""",1,0.664,Sun Jun 09 08:46:23 +0000 2013,3.44e+17,rt usrId world turkey police fire tear gas at protesters anti government protests continue across turkey httpAddress httpAddress,1,1,world police fire tear gas anti government continue across
1289,1657980126,False,finalized,3,4/21/2018 18:07:22,"""000""",0.0,1.0,"""111""",1,1.0,Fri May 31 20:44:01 +0000 2013,3.41e+17,#occupygezi we want justice and we get it sooner or later httpAddress,0,0,want justice get sooner later
1290,1657980128,False,finalized,3,4/22/2018 18:48:54,"""000""",0.0,1.0,"""111""",1,1.0,Thu Jun 06 15:29:57 +0000 2013,3.43e+17,usrId help us spread the news ! #helpforhumanrightsinturkey #helpforhumanrightsinturkey #occupygezi #direngezipark,1,0,help us spread news helpforhumanrightsinturkey helpforhumanrightsinturkey
